image,index,method,rep,n_dets,total_ms,n_windows,selected,consistent_with_rep0,global_ms,local_ms,merge_ms
0000330_00001_d_0000800.jpg,14,DensK1,1,77,31.86840000853408,1,[5],True,15.428099999553524,14.760899997781962,1.6794000111985952
0000330_00001_d_0000800.jpg,14,UnifAll,1,118,102.18820000591222,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000330_00001_d_0000800.jpg,14,SAHI640,1,103,383.8189000089187,-1,[],True,,,
0000330_00001_d_0000800.jpg,14,F640,2,51,20.82900000095833,0,[],True,,,
0000330_00001_d_0000800.jpg,14,F1280,2,84,39.09180000482593,0,[],True,,,
0000330_00001_d_0000800.jpg,14,DensK1,2,77,34.558600003947504,1,[5],True,18.322399992030114,14.553400003933348,1.6828000079840422
0000330_00001_d_0000800.jpg,14,UnifAll,2,118,101.01689999282826,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000330_00001_d_0000800.jpg,14,SAHI640,2,103,409.20929999265354,-1,[],True,,,
0000213_04405_d_0000244.jpg,15,F640,0,63,17.740299997967668,0,[],,,,
0000213_04405_d_0000244.jpg,15,F1280,0,90,38.70269999606535,0,[],,,,
0000213_04405_d_0000244.jpg,15,DensK1,0,101,37.87499999452848,1,[1],,20.166099988273345,15.469300007680431,2.239599998574704
0000213_04405_d_0000244.jpg,15,UnifAll,0,128,106.47350001090672,6,"[0, 1, 2, 3, 4, 5]",,,,
0000213_04405_d_0000244.jpg,15,SAHI640,0,110,380.34789999073837,-1,[],,,,
0000213_04405_d_0000244.jpg,15,F640,1,63,23.975799995241687,0,[],True,,,
0000213_04405_d_0000244.jpg,15,F1280,1,90,34.778500004904345,0,[],True,,,
0000213_04405_d_0000244.jpg,15,DensK1,1,101,31.008199992356822,1,[1],True,14.57539999682922,13.882100000046194,2.550699995481409
0000213_04405_d_0000244.jpg,15,UnifAll,1,128,103.13509999832604,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000213_04405_d_0000244.jpg,15,SAHI640,1,110,467.1758000040427,-1,[],True,,,
0000213_04405_d_0000244.jpg,15,F640,2,63,18.51389999501407,0,[],True,,,
0000213_04405_d_0000244.jpg,15,F1280,2,90,34.24029999587219,0,[],True,,,
0000213_04405_d_0000244.jpg,15,DensK1,2,101,35.01900000264868,1,[1],True,16.95570000447333,15.824700007215142,2.2385999909602106
0000213_04405_d_0000244.jpg,15,UnifAll,2,128,100.16439999162685,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000213_04405_d_0000244.jpg,15,SAHI640,2,110,370.40739999793004,-1,[],True,,,
0000356_02745_d_0000643.jpg,16,F640,0,48,18.06390000274405,0,[],,,,
0000356_02745_d_0000643.jpg,16,F1280,0,91,55.693599992082454,0,[],,,,
0000356_02745_d_0000643.jpg,16,DensK1,0,81,33.74069998972118,1,[2],,17.370899993693456,14.288899998064153,2.08089999796357
0000356_02745_d_0000643.jpg,16,UnifAll,0,115,107.35370000475086,6,"[0, 1, 2, 3, 4, 5]",,,,
0000356_02745_d_0000643.jpg,16,SAHI640,0,97,397.3744999966584,-1,[],,,,
0000356_02745_d_0000643.jpg,16,F640,1,48,18.168400012655184,0,[],True,,,
0000356_02745_d_0000643.jpg,16,F1280,1,91,33.84770000411663,0,[],True,,,
0000356_02745_d_0000643.jpg,16,DensK1,1,81,35.130299991578795,1,[2],True,17.498999994131736,15.870100003667176,1.7611999937798828
0000356_02745_d_0000643.jpg,16,UnifAll,1,115,100.9148000011919,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000356_02745_d_0000643.jpg,16,SAHI640,1,97,396.4947999920696,-1,[],True,,,
0000356_02745_d_0000643.jpg,16,F640,2,48,18.041599993011914,0,[],True,,,
0000356_02745_d_0000643.jpg,16,F1280,2,91,32.32650000427384,0,[],True,,,
0000356_02745_d_0000643.jpg,16,DensK1,2,81,35.72580000036396,1,[2],True,16.85200000065379,16.32229999813717,2.551500001573004
0000356_02745_d_0000643.jpg,16,UnifAll,2,115,102.36710000026505,6,"[0, 1, 2, 3, 4, 5]",True,,,
0000356_02745_d_0000643.jpg,16,SAHI640,2,97,400.13969999563415,-1,[],True,,,
0000026_02000_d_0000028.jpg,17,F640,0,11,19.160600000759587,0,[],,,,
0000026_02000_d_0000028.jpg,17,F1280,0,12,29.519599993363954,0,[],,,,
0000026_02000_d_0000028.jpg,17,DensK1,0,12,38.93450000032317,1,[2],,22.703100010403432,15.916699994704686,0.3146999952150509
0000026_02000_d_0000028.jpg,17,UnifAll,0,18,117.69539999659173,6,"[0, 1, 2, 3, 4, 5]",,,,
0000026_02000_d_0000028.jpg,17,SAHI640,0,17,219.92519999912474,-1,[],,,,
0000026_02000_d_0000028.jpg,17,F640,1,11,19.67290000175126,0,[],True,,,
